,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp
12197,06/09/2020,6,9,2020,17,0,China,CN,CHN,1433783692.0,Asia
12198,05/09/2020,5,9,2020,22,0,China,CN,CHN,1433783692.0,Asia
12199,04/09/2020,4,9,2020,33,1,China,CN,CHN,1433783692.0,Asia
12200,03/09/2020,3,9,2020,19,3,China,CN,CHN,1433783692.0,Asia
12201,02/09/2020,2,9,2020,20,1,China,CN,CHN,1433783692.0,Asia
12202,01/09/2020,1,9,2020,19,1,China,CN,CHN,1433783692.0,Asia
12203,31/08/2020,31,8,2020,32,1,China,CN,CHN,1433783692.0,Asia
12204,30/08/2020,30,8,2020,27,3,China,CN,CHN,1433783692.0,Asia
12205,29/08/2020,29,8,2020,22,3,China,CN,CHN,1433783692.0,Asia
12206,28/08/2020,28,8,2020,30,2,China,CN,CHN,1433783692.0,Asia
12207,27/08/2020,27,8,2020,32,1,China,CN,CHN,1433783692.0,Asia
12208,26/08/2020,26,8,2020,34,1,China,CN,CHN,1433783692.0,Asia
12209,25/08/2020,25,8,2020,23,0,China,CN,CHN,1433783692.0,Asia
12210,24/08/2020,24,8,2020,41,0,China,CN,CHN,1433783692.0,Asia
12211,23/08/2020,23,8,2020,38,0,China,CN,CHN,1433783692.0,Asia
12212,22/08/2020,22,8,2020,49,2,China,CN,CHN,1433783692.0,Asia
12213,21/08/2020,21,8,2020,40,3,China,CN,CHN,1433783692.0,Asia
12214,20/08/2020,20,8,2020,33,1,China,CN,CHN,1433783692.0,Asia
12215,19/08/2020,19,8,2020,53,2,China,CN,CHN,1433783692.0,Asia
12216,18/08/2020,18,8,2020,66,0,China,CN,CHN,1433783692.0,Asia
12217,17/08/2020,17,8,2020,96,0,China,CN,CHN,1433783692.0,Asia
12218,16/08/2020,16,8,2020,65,2,China,CN,CHN,1433783692.0,Asia
12219,15/08/2020,15,8,2020,70,1,China,CN,CHN,1433783692.0,Asia
12220,14/08/2020,14,8,2020,99,3,China,CN,CHN,1433783692.0,Asia
12221,13/08/2020,13,8,2020,81,4,China,CN,CHN,1433783692.0,Asia
12222,12/08/2020,12,8,2020,58,3,China,CN,CHN,1433783692.0,Asia
12223,11/08/2020,11,8,2020,113,4,China,CN,CHN,1433783692.0,Asia
12224,10/08/2020,10,8,2020,121,5,China,CN,CHN,1433783692.0,Asia
12225,09/08/2020,9,8,2020,92,0,China,CN,CHN,1433783692.0,Asia
12226,08/08/2020,8,8,2020,120,1,China,CN,CHN,1433783692.0,Asia
12227,07/08/2020,7,8,2020,132,3,China,CN,CHN,1433783692.0,Asia
12228,06/08/2020,6,8,2020,122,1,China,CN,CHN,1433783692.0,Asia
12229,05/08/2020,5,8,2020,107,4,China,CN,CHN,1433783692.0,Asia
12230,04/08/2020,4,8,2020,114,3,China,CN,CHN,1433783692.0,Asia
12231,03/08/2020,3,8,2020,158,2,China,CN,CHN,1433783692.0,Asia
12232,02/08/2020,2,8,2020,172,6,China,CN,CHN,1433783692.0,Asia
12233,01/08/2020,1,8,2020,166,2,China,CN,CHN,1433783692.0,Asia
12234,31/07/2020,31,7,2020,276,0,China,CN,CHN,1433783692.0,Asia
12235,30/07/2020,30,7,2020,223,2,China,CN,CHN,1433783692.0,Asia
12236,29/07/2020,29,7,2020,207,1,China,CN,CHN,1433783692.0,Asia
12237,28/07/2020,28,7,2020,213,4,China,CN,CHN,1433783692.0,Asia
12238,27/07/2020,27,7,2020,189,0,China,CN,CHN,1433783692.0,Asia
12239,26/07/2020,26,7,2020,179,2,China,CN,CHN,1433783692.0,Asia
12240,25/07/2020,25,7,2020,157,1,China,CN,CHN,1433783692.0,Asia
12241,24/07/2020,24,7,2020,139,1,China,CN,CHN,1433783692.0,Asia
12242,23/07/2020,23,7,2020,135,0,China,CN,CHN,1433783692.0,Asia
12243,22/07/2020,22,7,2020,74,2,China,CN,CHN,1433783692.0,Asia
12244,21/07/2020,21,7,2020,84,0,China,CN,CHN,1433783692.0,Asia
12245,20/07/2020,20,7,2020,130,0,China,CN,CHN,1433783692.0,Asia
12246,19/07/2020,19,7,2020,80,1,China,CN,CHN,1433783692.0,Asia
12247,18/07/2020,18,7,2020,80,1,China,CN,CHN,1433783692.0,Asia
12248,17/07/2020,17,7,2020,77,0,China,CN,CHN,1433783692.0,Asia
12249,16/07/2020,16,7,2020,20,2,China,CN,CHN,1433783692.0,Asia
12250,15/07/2020,15,7,2020,54,0,China,CN,CHN,1433783692.0,Asia
12251,14/07/2020,14,7,2020,55,1,China,CN,CHN,1433783692.0,Asia
12252,13/07/2020,13,7,2020,46,0,China,CN,CHN,1433783692.0,Asia
12253,12/07/2020,12,7,2020,35,0,China,CN,CHN,1433783692.0,Asia
12254,11/07/2020,11,7,2020,40,0,China,CN,CHN,1433783692.0,Asia
12255,10/07/2020,10,7,2020,46,0,China,CN,CHN,1433783692.0,Asia
12256,09/07/2020,9,7,2020,33,0,China,CN,CHN,1433783692.0,Asia
12257,08/07/2020,8,7,2020,21,0,China,CN,CHN,1433783692.0,Asia
12258,07/07/2020,7,7,2020,25,0,China,CN,CHN,1433783692.0,Asia
12259,06/07/2020,6,7,2020,14,0,China,CN,CHN,1433783692.0,Asia
12260,05/07/2020,5,7,2020,18,0,China,CN,CHN,1433783692.0,Asia
12261,04/07/2020,4,7,2020,9,0,China,CN,CHN,1433783692.0,Asia
12262,03/07/2020,3,7,2020,14,0,China,CN,CHN,1433783692.0,Asia
12263,02/07/2020,2,7,2020,31,0,China,CN,CHN,1433783692.0,Asia
12264,01/07/2020,1,7,2020,5,0,China,CN,CHN,1433783692.0,Asia
12265,30/06/2020,30,6,2020,23,0,China,CN,CHN,1433783692.0,Asia
12266,29/06/2020,29,6,2020,14,0,China,CN,CHN,1433783692.0,Asia
12267,28/06/2020,28,6,2020,18,0,China,CN,CHN,1433783692.0,Asia
12268,27/06/2020,27,6,2020,24,0,China,CN,CHN,1433783692.0,Asia
12269,26/06/2020,26,6,2020,28,1,China,CN,CHN,1433783692.0,Asia
12270,25/06/2020,25,6,2020,20,0,China,CN,CHN,1433783692.0,Asia
12271,24/06/2020,24,6,2020,29,1,China,CN,CHN,1433783692.0,Asia
12272,23/06/2020,23,6,2020,52,0,China,CN,CHN,1433783692.0,Asia
12273,22/06/2020,22,6,2020,19,0,China,CN,CHN,1433783692.0,Asia
12274,21/06/2020,21,6,2020,29,1,China,CN,CHN,1433783692.0,Asia
12275,20/06/2020,20,6,2020,30,0,China,CN,CHN,1433783692.0,Asia
12276,19/06/2020,19,6,2020,36,0,China,CN,CHN,1433783692.0,Asia
12277,18/06/2020,18,6,2020,36,0,China,CN,CHN,1433783692.0,Asia
12278,17/06/2020,17,6,2020,44,0,China,CN,CHN,1433783692.0,Asia
12279,16/06/2020,16,6,2020,43,0,China,CN,CHN,1433783692.0,Asia
12280,15/06/2020,15,6,2020,47,0,China,CN,CHN,1433783692.0,Asia
12281,14/06/2020,14,6,2020,60,0,China,CN,CHN,1433783692.0,Asia
12282,13/06/2020,13,6,2020,12,0,China,CN,CHN,1433783692.0,Asia
12283,12/06/2020,12,6,2020,7,0,China,CN,CHN,1433783692.0,Asia
12284,11/06/2020,11,6,2020,11,0,China,CN,CHN,1433783692.0,Asia
12285,10/06/2020,10,6,2020,4,0,China,CN,CHN,1433783692.0,Asia
12286,09/06/2020,9,6,2020,3,0,China,CN,CHN,1433783692.0,Asia
12287,08/06/2020,8,6,2020,5,0,China,CN,CHN,1433783692.0,Asia
12288,07/06/2020,7,6,2020,9,0,China,CN,CHN,1433783692.0,Asia
12289,06/06/2020,6,6,2020,6,0,China,CN,CHN,1433783692.0,Asia
12290,05/06/2020,5,6,2020,11,0,China,CN,CHN,1433783692.0,Asia
12291,04/06/2020,4,6,2020,1,0,China,CN,CHN,1433783692.0,Asia
12292,03/06/2020,3,6,2020,5,0,China,CN,CHN,1433783692.0,Asia
12293,02/06/2020,2,6,2020,7,0,China,CN,CHN,1433783692.0,Asia
12294,01/06/2020,1,6,2020,19,0,China,CN,CHN,1433783692.0,Asia
12295,31/05/2020,31,5,2020,5,0,China,CN,CHN,1433783692.0,Asia
12296,30/05/2020,30,5,2020,17,0,China,CN,CHN,1433783692.0,Asia
12297,29/05/2020,29,5,2020,0,0,China,CN,CHN,1433783692.0,Asia
12298,28/05/2020,28,5,2020,3,0,China,CN,CHN,1433783692.0,Asia
12299,27/05/2020,27,5,2020,1,0,China,CN,CHN,1433783692.0,Asia
12300,26/05/2020,26,5,2020,7,0,China,CN,CHN,1433783692.0,Asia
12301,25/05/2020,25,5,2020,11,0,China,CN,CHN,1433783692.0,Asia
12302,24/05/2020,24,5,2020,3,0,China,CN,CHN,1433783692.0,Asia
12303,23/05/2020,23,5,2020,2,0,China,CN,CHN,1433783692.0,Asia
12304,22/05/2020,22,5,2020,12,0,China,CN,CHN,1433783692.0,Asia
12305,21/05/2020,21,5,2020,2,0,China,CN,CHN,1433783692.0,Asia
12306,20/05/2020,20,5,2020,2,0,China,CN,CHN,1433783692.0,Asia
12307,19/05/2020,19,5,2020,9,0,China,CN,CHN,1433783692.0,Asia
12308,18/05/2020,18,5,2020,10,0,China,CN,CHN,1433783692.0,Asia
12309,17/05/2020,17,5,2020,6,1,China,CN,CHN,1433783692.0,Asia
12310,16/05/2020,16,5,2020,9,0,China,CN,CHN,1433783692.0,Asia
12311,15/05/2020,15,5,2020,5,0,China,CN,CHN,1433783692.0,Asia
12312,14/05/2020,14,5,2020,6,0,China,CN,CHN,1433783692.0,Asia
12313,13/05/2020,13,5,2020,7,0,China,CN,CHN,1433783692.0,Asia
12314,12/05/2020,12,5,2020,1,0,China,CN,CHN,1433783692.0,Asia
12315,11/05/2020,11,5,2020,19,0,China,CN,CHN,1433783692.0,Asia
12316,10/05/2020,10,5,2020,15,0,China,CN,CHN,1433783692.0,Asia
12317,09/05/2020,9,5,2020,0,0,China,CN,CHN,1433783692.0,Asia
12318,08/05/2020,8,5,2020,6,0,China,CN,CHN,1433783692.0,Asia
12319,07/05/2020,7,5,2020,2,0,China,CN,CHN,1433783692.0,Asia
12320,06/05/2020,6,5,2020,2,0,China,CN,CHN,1433783692.0,Asia
12321,05/05/2020,5,5,2020,2,0,China,CN,CHN,1433783692.0,Asia
12322,04/05/2020,4,5,2020,3,0,China,CN,CHN,1433783692.0,Asia
12323,03/05/2020,3,5,2020,2,0,China,CN,CHN,1433783692.0,Asia
12324,02/05/2020,2,5,2020,3,0,China,CN,CHN,1433783692.0,Asia
12325,01/05/2020,1,5,2020,12,0,China,CN,CHN,1433783692.0,Asia
12326,30/04/2020,30,4,2020,4,0,China,CN,CHN,1433783692.0,Asia
12327,29/04/2020,29,4,2020,2,0,China,CN,CHN,1433783692.0,Asia
12328,28/04/2020,28,4,2020,26,0,China,CN,CHN,1433783692.0,Asia
12329,27/04/2020,27,4,2020,3,1,China,CN,CHN,1433783692.0,Asia
12330,26/04/2020,26,4,2020,10,0,China,CN,CHN,1433783692.0,Asia
12331,25/04/2020,25,4,2020,15,0,China,CN,CHN,1433783692.0,Asia
12332,24/04/2020,24,4,2020,8,0,China,CN,CHN,1433783692.0,Asia
12333,23/04/2020,23,4,2020,12,0,China,CN,CHN,1433783692.0,Asia
12334,22/04/2020,22,4,2020,15,0,China,CN,CHN,1433783692.0,Asia
12335,21/04/2020,21,4,2020,32,0,China,CN,CHN,1433783692.0,Asia
12336,20/04/2020,20,4,2020,14,0,China,CN,CHN,1433783692.0,Asia
12337,19/04/2020,19,4,2020,18,0,China,CN,CHN,1433783692.0,Asia
12338,18/04/2020,18,4,2020,31,0,China,CN,CHN,1433783692.0,Asia
12339,17/04/2020,17,4,2020,352,1290,China,CN,CHN,1433783692.0,Asia
12340,16/04/2020,16,4,2020,50,0,China,CN,CHN,1433783692.0,Asia
12341,15/04/2020,15,4,2020,49,1,China,CN,CHN,1433783692.0,Asia
12342,14/04/2020,14,4,2020,94,0,China,CN,CHN,1433783692.0,Asia
12343,13/04/2020,13,4,2020,112,2,China,CN,CHN,1433783692.0,Asia
12344,12/04/2020,12,4,2020,93,0,China,CN,CHN,1433783692.0,Asia
12345,11/04/2020,11,4,2020,79,3,China,CN,CHN,1433783692.0,Asia
12346,10/04/2020,10,4,2020,55,1,China,CN,CHN,1433783692.0,Asia
12347,09/04/2020,9,4,2020,86,2,China,CN,CHN,1433783692.0,Asia
12348,08/04/2020,8,4,2020,86,2,China,CN,CHN,1433783692.0,Asia
12349,07/04/2020,7,4,2020,56,0,China,CN,CHN,1433783692.0,Asia
12350,06/04/2020,6,4,2020,67,2,China,CN,CHN,1433783692.0,Asia
12351,05/04/2020,5,4,2020,48,3,China,CN,CHN,1433783692.0,Asia
12352,04/04/2020,4,4,2020,62,4,China,CN,CHN,1433783692.0,Asia
12353,03/04/2020,3,4,2020,70,10,China,CN,CHN,1433783692.0,Asia
12354,02/04/2020,2,4,2020,100,6,China,CN,CHN,1433783692.0,Asia
12355,01/04/2020,1,4,2020,54,1,China,CN,CHN,1433783692.0,Asia
12356,31/03/2020,31,3,2020,84,3,China,CN,CHN,1433783692.0,Asia
12357,30/03/2020,30,3,2020,98,2,China,CN,CHN,1433783692.0,Asia
12358,29/03/2020,29,3,2020,113,5,China,CN,CHN,1433783692.0,Asia
12359,28/03/2020,28,3,2020,119,3,China,CN,CHN,1433783692.0,Asia
12360,27/03/2020,27,3,2020,94,5,China,CN,CHN,1433783692.0,Asia
12361,26/03/2020,26,3,2020,102,6,China,CN,CHN,1433783692.0,Asia
12362,25/03/2020,25,3,2020,78,4,China,CN,CHN,1433783692.0,Asia
12363,24/03/2020,24,3,2020,69,7,China,CN,CHN,1433783692.0,Asia
12364,23/03/2020,23,3,2020,138,9,China,CN,CHN,1433783692.0,Asia
12365,22/03/2020,22,3,2020,65,6,China,CN,CHN,1433783692.0,Asia
12366,21/03/2020,21,3,2020,52,6,China,CN,CHN,1433783692.0,Asia
12367,20/03/2020,20,3,2020,99,4,China,CN,CHN,1433783692.0,Asia
12368,19/03/2020,19,3,2020,44,8,China,CN,CHN,1433783692.0,Asia
12369,18/03/2020,18,3,2020,23,16,China,CN,CHN,1433783692.0,Asia
12370,17/03/2020,17,3,2020,43,9,China,CN,CHN,1433783692.0,Asia
12371,16/03/2020,16,3,2020,25,13,China,CN,CHN,1433783692.0,Asia
12372,15/03/2020,15,3,2020,22,9,China,CN,CHN,1433783692.0,Asia
12373,14/03/2020,14,3,2020,19,15,China,CN,CHN,1433783692.0,Asia
12374,13/03/2020,13,3,2020,22,7,China,CN,CHN,1433783692.0,Asia
12375,12/03/2020,12,3,2020,24,11,China,CN,CHN,1433783692.0,Asia
12376,11/03/2020,11,3,2020,29,22,China,CN,CHN,1433783692.0,Asia
12377,10/03/2020,10,3,2020,20,17,China,CN,CHN,1433783692.0,Asia
12378,09/03/2020,9,3,2020,45,23,China,CN,CHN,1433783692.0,Asia
12379,08/03/2020,8,3,2020,46,27,China,CN,CHN,1433783692.0,Asia
12380,07/03/2020,7,3,2020,101,28,China,CN,CHN,1433783692.0,Asia
12381,06/03/2020,6,3,2020,170,30,China,CN,CHN,1433783692.0,Asia
12382,05/03/2020,5,3,2020,117,31,China,CN,CHN,1433783692.0,Asia
12383,04/03/2020,4,3,2020,119,37,China,CN,CHN,1433783692.0,Asia
12384,03/03/2020,3,3,2020,127,32,China,CN,CHN,1433783692.0,Asia
12385,02/03/2020,2,3,2020,205,42,China,CN,CHN,1433783692.0,Asia
12386,01/03/2020,1,3,2020,574,35,China,CN,CHN,1433783692.0,Asia
12387,29/02/2020,29,2,2020,428,47,China,CN,CHN,1433783692.0,Asia
12388,28/02/2020,28,2,2020,329,44,China,CN,CHN,1433783692.0,Asia
12389,27/02/2020,27,2,2020,439,29,China,CN,CHN,1433783692.0,Asia
12390,26/02/2020,26,2,2020,410,52,China,CN,CHN,1433783692.0,Asia
12391,25/02/2020,25,2,2020,515,70,China,CN,CHN,1433783692.0,Asia
12392,24/02/2020,24,2,2020,218,150,China,CN,CHN,1433783692.0,Asia
12393,23/02/2020,23,2,2020,647,98,China,CN,CHN,1433783692.0,Asia
12394,22/02/2020,22,2,2020,826,109,China,CN,CHN,1433783692.0,Asia
12395,21/02/2020,21,2,2020,891,118,China,CN,CHN,1433783692.0,Asia
12396,20/02/2020,20,2,2020,394,112,China,CN,CHN,1433783692.0,Asia
12397,19/02/2020,19,2,2020,1750,139,China,CN,CHN,1433783692.0,Asia
12398,18/02/2020,18,2,2020,1890,98,China,CN,CHN,1433783692.0,Asia
12399,17/02/2020,17,2,2020,2052,105,China,CN,CHN,1433783692.0,Asia
12400,16/02/2020,16,2,2020,2007,142,China,CN,CHN,1433783692.0,Asia
12401,15/02/2020,15,2,2020,2538,143,China,CN,CHN,1433783692.0,Asia
12402,14/02/2020,14,2,2020,4156,13,China,CN,CHN,1433783692.0,Asia
12403,13/02/2020,13,2,2020,15141,254,China,CN,CHN,1433783692.0,Asia
12404,12/02/2020,12,2,2020,2028,97,China,CN,CHN,1433783692.0,Asia
12405,11/02/2020,11,2,2020,2490,108,China,CN,CHN,1433783692.0,Asia
12406,10/02/2020,10,2,2020,2974,97,China,CN,CHN,1433783692.0,Asia
12407,09/02/2020,9,2,2020,2607,89,China,CN,CHN,1433783692.0,Asia
12408,08/02/2020,8,2,2020,3418,86,China,CN,CHN,1433783692.0,Asia
12409,07/02/2020,7,2,2020,3160,73,China,CN,CHN,1433783692.0,Asia
12410,06/02/2020,6,2,2020,3727,72,China,CN,CHN,1433783692.0,Asia
12411,05/02/2020,5,2,2020,3872,66,China,CN,CHN,1433783692.0,Asia
12412,04/02/2020,4,2,2020,3237,65,China,CN,CHN,1433783692.0,Asia
12413,03/02/2020,3,2,2020,2812,57,China,CN,CHN,1433783692.0,Asia
12414,02/02/2020,2,2,2020,2590,45,China,CN,CHN,1433783692.0,Asia
12415,01/02/2020,1,2,2020,2095,46,China,CN,CHN,1433783692.0,Asia
12416,31/01/2020,31,1,2020,1980,43,China,CN,CHN,1433783692.0,Asia
12417,30/01/2020,30,1,2020,1740,38,China,CN,CHN,1433783692.0,Asia
12418,29/01/2020,29,1,2020,1466,26,China,CN,CHN,1433783692.0,Asia
12419,28/01/2020,28,1,2020,1753,25,China,CN,CHN,1433783692.0,Asia
12420,27/01/2020,27,1,2020,787,25,China,CN,CHN,1433783692.0,Asia
12421,26/01/2020,26,1,2020,665,15,China,CN,CHN,1433783692.0,Asia
12422,25/01/2020,25,1,2020,441,15,China,CN,CHN,1433783692.0,Asia
12423,24/01/2020,24,1,2020,259,9,China,CN,CHN,1433783692.0,Asia
12424,23/01/2020,23,1,2020,97,0,China,CN,CHN,1433783692.0,Asia
12425,22/01/2020,22,1,2020,140,11,China,CN,CHN,1433783692.0,Asia
12426,21/01/2020,21,1,2020,151,3,China,CN,CHN,1433783692.0,Asia
12427,20/01/2020,20,1,2020,19,0,China,CN,CHN,1433783692.0,Asia
12428,19/01/2020,19,1,2020,136,1,China,CN,CHN,1433783692.0,Asia
12429,18/01/2020,18,1,2020,17,0,China,CN,CHN,1433783692.0,Asia
12430,17/01/2020,17,1,2020,4,0,China,CN,CHN,1433783692.0,Asia
12431,16/01/2020,16,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12432,15/01/2020,15,1,2020,0,1,China,CN,CHN,1433783692.0,Asia
12433,14/01/2020,14,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12434,13/01/2020,13,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12435,12/01/2020,12,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12436,11/01/2020,11,1,2020,0,1,China,CN,CHN,1433783692.0,Asia
12437,10/01/2020,10,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12438,09/01/2020,9,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12439,08/01/2020,8,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12440,07/01/2020,7,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12441,06/01/2020,6,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12442,05/01/2020,5,1,2020,15,0,China,CN,CHN,1433783692.0,Asia
12443,04/01/2020,4,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12444,03/01/2020,3,1,2020,17,0,China,CN,CHN,1433783692.0,Asia
12445,02/01/2020,2,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12446,01/01/2020,1,1,2020,0,0,China,CN,CHN,1433783692.0,Asia
12447,31/12/2019,31,12,2019,27,0,China,CN,CHN,1433783692.0,Asia
12448,14/12/2020,14,12,2020,8702,187,Colombia,CO,COL,50339443.0,America
12449,13/12/2020,13,12,2020,8163,197,Colombia,CO,COL,50339443.0,America
12450,12/12/2020,12,12,2020,8998,185,Colombia,CO,COL,50339443.0,America
12451,11/12/2020,11,12,2020,7778,176,Colombia,CO,COL,50339443.0,America
12452,10/12/2020,10,12,2020,7523,150,Colombia,CO,COL,50339443.0,America
12453,09/12/2020,9,12,2020,7510,163,Colombia,CO,COL,50339443.0,America
12454,08/12/2020,8,12,2020,5997,187,Colombia,CO,COL,50339443.0,America
12455,07/12/2020,7,12,2020,8854,175,Colombia,CO,COL,50339443.0,America
12456,06/12/2020,6,12,2020,9642,166,Colombia,CO,COL,50339443.0,America
12457,05/12/2020,5,12,2020,9285,162,Colombia,CO,COL,50339443.0,America
12458,04/12/2020,4,12,2020,9233,188,Colombia,CO,COL,50339443.0,America
12459,03/12/2020,3,12,2020,9297,183,Colombia,CO,COL,50339443.0,America
12460,02/12/2020,2,12,2020,7986,168,Colombia,CO,COL,50339443.0,America
12461,01/12/2020,1,12,2020,8430,182,Colombia,CO,COL,50339443.0,America
12462,30/11/2020,30,11,2020,8763,183,Colombia,CO,COL,50339443.0,America
12463,29/11/2020,29,11,2020,9103,187,Colombia,CO,COL,50339443.0,America
12464,28/11/2020,28,11,2020,10023,195,Colombia,CO,COL,50339443.0,America
12465,27/11/2020,27,11,2020,9496,159,Colombia,CO,COL,50339443.0,America
12466,26/11/2020,26,11,2020,8497,183,Colombia,CO,COL,50339443.0,America
12467,25/11/2020,25,11,2020,7515,198,Colombia,CO,COL,50339443.0,America
12468,24/11/2020,24,11,2020,6562,192,Colombia,CO,COL,50339443.0,America
12469,23/11/2020,23,11,2020,7924,183,Colombia,CO,COL,50339443.0,America
12470,22/11/2020,22,11,2020,7049,175,Colombia,CO,COL,50339443.0,America
12471,21/11/2020,21,11,2020,7954,168,Colombia,CO,COL,50339443.0,America
12472,20/11/2020,20,11,2020,7487,198,Colombia,CO,COL,50339443.0,America
12473,19/11/2020,19,11,2020,6875,182,Colombia,CO,COL,50339443.0,America
12474,18/11/2020,18,11,2020,5911,158,Colombia,CO,COL,50339443.0,America
12475,17/11/2020,17,11,2020,6471,192,Colombia,CO,COL,50339443.0,America
12476,16/11/2020,16,11,2020,7742,202,Colombia,CO,COL,50339443.0,America
12477,15/11/2020,15,11,2020,8307,160,Colombia,CO,COL,50339443.0,America
12478,14/11/2020,14,11,2020,8685,178,Colombia,CO,COL,50339443.0,America
12479,13/11/2020,13,11,2020,8686,179,Colombia,CO,COL,50339443.0,America
12480,12/11/2020,12,11,2020,8651,164,Colombia,CO,COL,50339443.0,America
12481,11/11/2020,11,11,2020,7612,174,Colombia,CO,COL,50339443.0,America
12482,10/11/2020,10,11,2020,5176,183,Colombia,CO,COL,50339443.0,America
12483,09/11/2020,9,11,2020,7440,196,Colombia,CO,COL,50339443.0,America
12484,08/11/2020,8,11,2020,8714,190,Colombia,CO,COL,50339443.0,America
12485,07/11/2020,7,11,2020,9756,196,Colombia,CO,COL,50339443.0,America
12486,06/11/2020,6,11,2020,9893,196,Colombia,CO,COL,50339443.0,America
12487,05/11/2020,5,11,2020,8692,166,Colombia,CO,COL,50339443.0,America
12488,04/11/2020,4,11,2020,6136,177,Colombia,CO,COL,50339443.0,America
12489,03/11/2020,3,11,2020,9935,155,Colombia,CO,COL,50339443.0,America
12490,02/11/2020,2,11,2020,9137,201,Colombia,CO,COL,50339443.0,America
12491,01/11/2020,1,11,2020,11033,179,Colombia,CO,COL,50339443.0,America
12492,31/10/2020,31,10,2020,10029,209,Colombia,CO,COL,50339443.0,America
12493,30/10/2020,30,10,2020,11187,173,Colombia,CO,COL,50339443.0,America
12494,29/10/2020,29,10,2020,8717,188,Colombia,CO,COL,50339443.0,America
12495,28/10/2020,28,10,2020,8166,217,Colombia,CO,COL,50339443.0,America
12496,27/10/2020,27,10,2020,9167,194,Colombia,CO,COL,50339443.0,America
12497,26/10/2020,26,10,2020,8174,154,Colombia,CO,COL,50339443.0,America
12498,25/10/2020,25,10,2020,8769,198,Colombia,CO,COL,50339443.0,America
12499,24/10/2020,24,10,2020,8672,166,Colombia,CO,COL,50339443.0,America
12500,23/10/2020,23,10,2020,8570,172,Colombia,CO,COL,50339443.0,America
12501,22/10/2020,22,10,2020,7561,192,Colombia,CO,COL,50339443.0,America
12502,21/10/2020,21,10,2020,8256,170,Colombia,CO,COL,50339443.0,America
12503,20/10/2020,20,10,2020,6311,132,Colombia,CO,COL,50339443.0,America
12504,19/10/2020,19,10,2020,7201,167,Colombia,CO,COL,50339443.0,America
12505,18/10/2020,18,10,2020,7017,187,Colombia,CO,COL,50339443.0,America
12506,17/10/2020,17,10,2020,8372,159,Colombia,CO,COL,50339443.0,America
12507,16/10/2020,16,10,2020,6823,151,Colombia,CO,COL,50339443.0,America
12508,15/10/2020,15,10,2020,6061,165,Colombia,CO,COL,50339443.0,America
12509,14/10/2020,14,10,2020,5015,156,Colombia,CO,COL,50339443.0,America
12510,13/10/2020,13,10,2020,7767,151,Colombia,CO,COL,50339443.0,America
12511,12/10/2020,12,10,2020,8569,174,Colombia,CO,COL,50339443.0,America
12512,11/10/2020,11,10,2020,8447,165,Colombia,CO,COL,50339443.0,America
12513,10/10/2020,10,10,2020,8121,164,Colombia,CO,COL,50339443.0,America
12514,09/10/2020,9,10,2020,8496,151,Colombia,CO,COL,50339443.0,America
12515,08/10/2020,8,10,2020,7875,163,Colombia,CO,COL,50339443.0,America
12516,07/10/2020,7,10,2020,7650,173,Colombia,CO,COL,50339443.0,America
12517,06/10/2020,6,10,2020,7106,132,Colombia,CO,COL,50339443.0,America
12518,05/10/2020,5,10,2020,6905,156,Colombia,CO,COL,50339443.0,America
12519,04/10/2020,4,10,2020,6616,159,Colombia,CO,COL,50339443.0,America
12520,03/10/2020,3,10,2020,6192,201,Colombia,CO,COL,50339443.0,America
12521,02/10/2020,2,10,2020,5660,198,Colombia,CO,COL,50339443.0,America
12522,01/10/2020,1,10,2020,5637,170,Colombia,CO,COL,50339443.0,America
12523,30/09/2020,30,9,2020,5839,187,Colombia,CO,COL,50339443.0,America
12524,29/09/2020,29,9,2020,5147,153,Colombia,CO,COL,50339443.0,America
12525,28/09/2020,28,9,2020,7018,192,Colombia,CO,COL,50339443.0,America
12526,27/09/2020,27,9,2020,7721,193,Colombia,CO,COL,50339443.0,America
12527,26/09/2020,26,9,2020,7494,179,Colombia,CO,COL,50339443.0,America
12528,25/09/2020,25,9,2020,6555,178,Colombia,CO,COL,50339443.0,America
12529,24/09/2020,24,9,2020,6731,176,Colombia,CO,COL,50339443.0,America
12530,23/09/2020,23,9,2020,7102,173,Colombia,CO,COL,50339443.0,America
12531,22/09/2020,22,9,2020,5359,189,Colombia,CO,COL,50339443.0,America
12532,21/09/2020,21,9,2020,6678,169,Colombia,CO,COL,50339443.0,America
12533,20/09/2020,20,9,2020,7927,189,Colombia,CO,COL,50339443.0,America
12534,19/09/2020,19,9,2020,6526,185,Colombia,CO,COL,50339443.0,America
12535,18/09/2020,18,9,2020,7568,187,Colombia,CO,COL,50339443.0,America
